1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
1,0.666666667,1,0,1,1,1,1,0,1,0,0.333333333,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0.666666667,1,0.333333333,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0.666666667,1,1,1,0.333333333,0,1,1,0.333333333,1
1,0,0,1,0.333333333,1,0.333333333,0,0.333333333,1,1,1,0.333333333,0,1,0,1,0,1,1,0.333333333,1,0,1,0.333333333,1,1,0.333333333,1,0,0,0.333333333,1,0,0,0,1,0,1,1,0,0,1,0.333333333,1,1,1,0,0,1,1,0.333333333,1,0,1,1,1,1,0.333333333,1,0.333333333
1,0.333333333,1,1,1,1,0.333333333,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0.666666667,1,0,0,0.666666667,1,0,1,1,0,1,0,0.666666667,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.333333333,0.666666667,1,1,1,1,1,0,1,1,1,0.666666667,0,0.666666667,1,1,1,1,0.666666667,0.333333333,1,1,0,1,1,0.666666667,1,1,1,1,0.666666667
1,1,0.333333333,0,0,1,1,1,1,0.333333333,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0.666666667,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0.333333333,0,0,0,1,0.333333333,0,1,1,0,0.666666667,1,1,1,1,0.333333333,1
1,0,1,1,1,0,0,0,1,1,1,1,1,0.666666667,1,1,0.333333333,1,1,0,1,1,1,1,1,1,1,1,1,0.333333333,0,0,0,0,0,0,0.666666667,0,1,0,0.666666667,0,1,1,1,0,1,1,1,1,1,1,1,1,0.666666667,1,0,1,1,0.666666667,1
0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0.333333333,0,1,1,1,0,1,1,0,1,1,0.333333333,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
1,1,0.666666667,1,1,1,0.666666667,0,1,0.666666667,1,0.666666667,1,1,0,0,1,1,0.333333333,1,1,1,1,1,0.666666667,0.666666667,0.333333333,1,1,0.666666667,1,1,1,1,1,1,0,0.666666667,1,1,0.666666667,1,0.666666667,1,0,1,1,1,0.666666667,1,0.333333333,0.333333333,1,1,1,1,1,1,1,1,1
0,1,1,1,0.666666667,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0.666666667,1,1,1,0,1,1,1,1,1,0,1,0.333333333,1,1
1,1,1,1,0.666666667,0.333333333,1,1,1,1,0.666666667,1,1,1,1,1,1,1,0,0.333333333,1,1,1,1,1,1,1,1,1,1,1,0.333333333,0,0,0,1,1,1,0,0.333333333,1,1,0,1,1,1,0,0,1,0,1,1,0.333333333,0.666666667,0.666666667,1,1,0.333333333,1,0.666666667,1
1,0.666666667,1,1,1,0.333333333,1,1,1,1,1,1,0.666666667,1,1,1,1,1,1,0.666666667,0.666666667,0.666666667,1,0.666666667,0,1,0.666666667,1,0.666666667,1,1,1,0,1,0,0,0,0.666666667,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333,1,1,1,1,1,1,0.666666667
0,1,1,0,1,1,1,0.666666667,0.666666667,1,1,0.333333333,1,0,1,1,1,1,1,1,1,1,0.666666667,1,1,1,0.333333333,1,1,0,1,1,1,1,1,1,0.333333333,0.666666667,1,1,0.666666667,1,1,0.666666667,0.666666667,0.333333333,1,1,0.333333333,0.333333333,0.333333333,1,1,1,1,1,1,1,1,0,0
1,1,1,1,1,1,1,0,0.333333333,1,1,1,0,1,1,1,1,1,1,0.666666667,1,1,0,1,0.666666667,0,1,1,1,1,1,0,1,0.666666667,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0.666666667,1
1,0.666666667,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0.666666667,1,1,1,1,0,1,1,0.666666667,1,1,0.666666667,0,1,1,0,0,1,0,1,0.666666667,0.666666667,0,1,1,0,0.666666667,1,0,0,1,0,1,1,0,1,1,0.666666667,1,0,1,1,1,0.666666667,1
1,1,1,0,0.666666667,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0.666666667,1,1,0,0,1,0,1,1,1,1,0.666666667,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0.666666667,0,1,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.333333333,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,0.333333333,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0.333333333,0,0,1,0,0.333333333,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0.333333333,1,1,1,1,1,1,1,1,1,0.333333333,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0.666666667,1,1,1,1,1,1,0,1,1,0,1,0,0.333333333,1,0.666666667,1,0,1,1,0.666666667,0.333333333
0,1,0,0,1,0,1,0,1,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,0.666666667,0,1,0,0,1,0,0,1,1,1,0,1,0.333333333,1,0.333333333,1,1,1,1,1,0,1,0,1,0,0.666666667,0,1,0,1,1,1,1,0,0,1
0.566666667,0.833333333,0.9,0.666666667,0.855555556,0.744444444,0.822222222,0.677777778,0.855555556,0.9,0.844444444,0.733333333,0.811111111,0.655555556,0.811111111,0.766666667,0.9,0.855555556,0.733333333,0.777777778,0.8,0.877777778,0.766666667,0.8,0.666666667,0.755555556,0.877777778,0.9,0.811111111,0.644444444,0.666666667,0.644444444,0.633333333,0.633333333,0.6,0.5,0.688888889,0.544444444,0.733333333,0.688888889,0.788888889,0.622222222,0.777777778,0.722222222,0.855555556,0.722222222,0.877777778,0.755555556,0.766666667,0.755555556,0.722222222,0.788888889,0.677777778,0.622222222,0.844444444,0.8,0.733333333,0.966666667,0.922222222,0.677777778,0.833333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.092018655,0.05926325,0.050917508,0.084569377,0.054628277,0.074421281,0.06134577,0.083785491,0.054628277,0.050917508,0.063393465,0.073933455,0.067207259,0.086780552,0.067207259,0.078540323,0.050917508,0.059119407,0.077311134,0.070272837,0.067048714,0.056467609,0.073500332,0.067048714,0.076647507,0.074849075,0.046549753,0.050917508,0.067207259,0.082942891,0.084569377,0.081388546,0.089485545,0.085096294,0.090971765,0.092847669,0.081388546,0.083785491,0.0789458,0.079803932,0.068710683,0.088601067,0.070272837,0.078431842,0.056918156,0.080043624,0.056467609,0.078187209,0.069938853,0.073122884,0.075104582,0.068710683,0.082247071,0.085669676,0.052360215,0.070755817,0.082117568,0.024500111,0.044300533,0.074077267,0.057067548
