1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
1,1,1,0.333333333,1,1,1,0,1,1,0.333333333,1,0.666666667,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0.333333333,1,1,1,1,0.666666667,1,0.333333333,0,0,0.333333333,0.333333333,0,1,0.333333333,0,0,0.333333333,0,1,1,0.666666667,0.666666667,0.333333333,1,1,1,1,1,1,1,1
0.333333333,0,0.333333333,1,0,0,0,1,1,0,1,0.333333333,0.333333333,1,1,0.333333333,1,0.333333333,0,1,0.333333333,1,1,1,1,1,1,1,0.333333333,1,0,1,0.333333333,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0.333333333,1,1,1,1,1,0.333333333,1,0.333333333,0.333333333
1,1,0.333333333,0.333333333,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0.333333333,1,1,0.666666667,0.666666667,1,1,0.666666667,0,0.666666667,0.666666667,1,1,1,1,1,1,0,1,1,0,0,1,0,0.333333333,1,1,0,1,0
0.666666667,1,1,1,1,1,0.666666667,1,0.333333333,1,1,0.666666667,0.333333333,0.333333333,1,0.333333333,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333,1,1,0.666666667,1,1,1,1,1,0,0.333333333,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,0.666666667,0,1,0.666666667,0.333333333,1,1,1
1,1,1,0.666666667,1,0.333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,0.666666667,1,1,1,0.666666667,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,0.666666667,0.666666667,1,1,1
0.333333333,1,0.333333333,1,1,1,0.333333333,1,1,1,1,1,1,1,1,1,0.333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,0.333333333,1,0.333333333,1,1,1,0.666666667,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.666666667,1
1,0.666666667,1,0.666666667,0.333333333,0.333333333,0.333333333,1,0.333333333,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.666666667,1,1,0.666666667,1,1,1,0,0,0,0.333333333,0.666666667,0,0.333333333,1,1,0.666666667,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1
1,1,1,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.333333333,0.333333333,1,1,0.333333333,1,0.666666667,1,1,1,1,1,0,1,1,1,1,1,0.333333333,1,1,0.666666667,1,0.333333333,1,1,1,1,1,1,1,1,1,1,0.333333333,0.666666667,1,1,1,1,1,0.333333333,1,1,1,1,1,1,0.333333333,0.666666667,0,1,1,1,1,1,1,0.333333333,1,1,1
1,0.666666667,1,0.333333333,1,1,1,1,0.666666667,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,1,0,1,0.666666667,1,1,0.333333333,1,1,1,1,1,0.333333333,0.666666667,0.666666667,1,0.666666667,1,1,0.666666667,0.666666667,1,1,1,1,0,1,1,1,0.333333333,1,1
0.333333333,1,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,1,1,1,0.666666667,0.333333333,0,0.333333333,1,0.666666667,0.666666667,0.333333333,0.333333333,1,1,1,1,0.333333333,0.333333333,0.666666667,1,0.333333333,1,0.666666667,0.333333333,0,0,0,0.333333333,0,1,1,1,1,0.333333333,0.333333333,0,0.333333333,0.333333333,1,0,0.333333333,1,1,1,0.666666667,0.333333333,1,1,1,0.333333333,1,1,1
1,1,1,1,1,1,0.333333333,1,1,0,1,0,1,1,0.333333333,0.333333333,1,0,1,0,1,1,1,0.666666667,1,0,1,0,1,1,1,0,0,0,0,0.666666667,0.333333333,0.333333333,1,1,0.333333333,0.333333333,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0
1,1,1,1,1,1,1,1,0.666666667,1,0.666666667,0.666666667,0.666666667,1,1,0.666666667,1,1,1,0.666666667,1,1,1,1,1,0.666666667,1,1,1,1,1,0.666666667,1,1,0.666666667,1,0.666666667,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333,1,1,1,1,1,1,0.666666667,1
1,1,1,1,0.666666667,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,0.666666667,1,0.666666667,1,1,1,1,1,1,1,1,1,0.666666667,1,0.666666667,1,1,0.666666667,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1,0.666666667,0.666666667,1,1,1,1,0.666666667,0.666666667,1,1,1
1,1,0.666666667,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.666666667,1,1,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1
0.666666667,0.333333333,0.666666667,1,1,0.333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,0.666666667,0,0.333333333,1,0.666666667,0.666666667,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0.333333333,1,1,1,1,1,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0.666666667,1,1,1,1,1,1,1,1
1,1,1,0.333333333,0,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.666666667,1,1,1,1,0.666666667,1,1,1,0,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,0.666666667,1,1,0.666666667,1
0.666666667,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1,0.666666667,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1
1,1,1,1,0.666666667,0.666666667,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333,1,1,1,1,1,1,1
0.666666667,0.666666667,1,0.333333333,0.666666667,0.666666667,1,0.666666667,1,1,1,1,1,1,1,1,0,1,1,1,1,0.666666667,1,0.666666667,1,1,1,0.333333333,1,1,0.666666667,1,1,0.333333333,0,1,0.666666667,1,0.666666667,1,0.666666667,1,1,1,1,0.666666667,0.666666667,0.666666667,0.666666667,1,1,1,1,1,0.333333333,0.333333333,1,0,1,1,1
0.8,0.755555556,0.766666667,0.822222222,0.744444444,0.755555556,0.811111111,0.811111111,0.777777778,0.822222222,0.877777778,0.822222222,0.755555556,0.866666667,0.922222222,0.8,0.7,0.822222222,0.833333333,0.877777778,0.877777778,0.922222222,0.866666667,0.9,0.9,0.7,0.855555556,0.788888889,0.866666667,0.866666667,0.833333333,0.822222222,0.777777778,0.755555556,0.633333333,0.788888889,0.755555556,0.744444444,0.722222222,0.833333333,0.788888889,0.766666667,0.9,0.8,0.811111111,0.788888889,0.877777778,0.777777778,0.755555556,0.888888889,0.755555556,0.844444444,0.8,0.822222222,0.744444444,0.833333333,0.777777778,0.8,0.844444444,0.855555556,0.855555556
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.054433105,0.065766593,0.064227406,0.052360215,0.065279306,0.057476373,0.054628277,0.067207259,0.062582428,0.065377054,0.051746838,0.06134577,0.069542077,0.05893911,0.038100939,0.061067557,0.072096856,0.065377054,0.05926325,0.051746838,0.046549753,0.038100939,0.054433105,0.045626055,0.03626918,0.075556682,0.052238116,0.066826118,0.049518757,0.049518757,0.05926325,0.059227322,0.06653883,0.076536343,0.078864871,0.054158684,0.05965703,0.076118033,0.067963128,0.05926325,0.056467609,0.066186007,0.050917508,0.067048714,0.063292653,0.064886842,0.051746838,0.070272837,0.067680667,0.046136378,0.067680667,0.057030236,0.061067557,0.063393465,0.074421281,0.05926325,0.058358415,0.061067557,0.065377054,0.049733218,0.061241588
