1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,1,1,1,1,1,1,0.333333333,1,1,1,0,1,1,1,0.333333333,1,0.333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.666666667,1,0.666666667,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.666666667,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.666666667,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333,1,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0.333333333,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0.333333333,1,1,1,1,1,1,1,0.333333333,0.333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.877777778,0.933333333,0.922222222,0.877777778,0.922222222,0.9,0.844444444,0.966666667,0.933333333,0.9,0.811111111,0.877777778,0.922222222,0.855555556,0.933333333,0.877777778,0.933333333,0.922222222,0.966666667,0.811111111,0.911111111,0.944444444,0.922222222,0.9,0.833333333,0.955555556,0.922222222,0.911111111,0.933333333,0.855555556,0.9,0.866666667,0.966666667,0.922222222,0.966666667,0.933333333,0.933333333,0.855555556,0.944444444,0.933333333,0.922222222,0.833333333,0.9,0.922222222,0.866666667,0.911111111,0.944444444,0.922222222,0.877777778,0.911111111,0.955555556,0.933333333,0.777777778,0.966666667,0.888888889,0.866666667,0.833333333,0.9,0.877777778,0.911111111,0.855555556
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.049216942,0.033524357,0.034586901,0.058685763,0.041317181,0.042735337,0.06134577,0.018569534,0.037139068,0.045626055,0.061241588,0.054158684,0.041317181,0.056918156,0.040431896,0.058685763,0.040431896,0.044300533,0.024500111,0.065279306,0.045015489,0.032295464,0.047095277,0.050917508,0.061380458,0.034771038,0.041317181,0.045015489,0.040431896,0.059119407,0.055708601,0.054433105,0.024500111,0.041317181,0.024500111,0.040431896,0.040431896,0.059119407,0.036033663,0.040431896,0.044300533,0.054783913,0.045626055,0.047095277,0.05893911,0.047768421,0.028063663,0.041317181,0.058685763,0.050371122,0.034771038,0.037139068,0.070272837,0.024500111,0.051375296,0.056730863,0.061380458,0.050917508,0.054158684,0.047768421,0.059119407
