1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
1,0.833333333,0.166666667,0,1,1,1,1,0.833333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1,0.833333333,0,1,1,0.666666667,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.666666667,1,1,1,1,1,0.5,1,1
1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,0,0.666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333,0.166666667,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333,1,1,1,1,1,1,0.833333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1,0.833333333,0.833333333,1,0.833333333,0.833333333
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333,1,1,1,1,1,1,1,1,1,1,1,1
1,1,0.666666667,1,0,0,0,1,0,0.166666667,1,1,1,1,0,1,0.5,0.666666667,1,1,0.333333333,0.666666667,0.833333333,1,1,0.333333333,1,1,0.166666667,1,1,1,1,0.666666667,1,0,0,0,1,1,0,1,1,1,0,1,1,0.833333333,0.333333333,0.333333333,0.333333333,1,1,1,1,1,1,0.166666667,0.166666667,0.166666667,1
1,0.833333333,1,1,1,1,1,1,1,0.833333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.833333333,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.833333333,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.833333333,1,1,1,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1
0,1,0.333333333,1,1,1,0,1,1,0,0,0.666666667,0,0.333333333,1,0,0,0.333333333,0.166666667,1,0,0,1,0,0,0,0.5,0,1,1,0,0,0,0,0,1,0,1,0.5,0.5,0,1,1,1,0,1,0,0.5,0.333333333,1,1,1,0,1,0,1,1,1,0,1,0
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333,1,1,1,1,1,1,1,1,1,1,1
0.5,1,0.5,1,0,0.333333333,1,0.666666667,1,0.5,0.833333333,1,1,0.5,1,0.5,1,0.666666667,0.666666667,1,0.5,1,0.833333333,0.333333333,1,1,1,1,1,1,1,0.333333333,0.333333333,0.166666667,0.333333333,1,1,1,0.333333333,1,0.166666667,1,0.833333333,0.166666667,0.166666667,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1
1,1,1,1,1,0.333333333,0.166666667,1,1,0.666666667,1,0.666666667,1,0.833333333,0.333333333,0.666666667,0.5,0.666666667,0.666666667,0.666666667,1,1,1,1,1,0.666666667,0.833333333,1,1,1,1,0.666666667,1,1,0.333333333,1,1,1,0,0.166666667,1,1,0,1,1,0.666666667,0,0.666666667,0,1,0.5,1,1,0.666666667,1,1,1,1,1,1,1
0.886666667,0.886666667,0.833333333,0.906666667,0.903333333,0.846666667,0.89,0.893333333,0.896666667,0.88,0.906666667,0.926666667,0.91,0.92,0.94,0.913333333,0.9,0.926666667,0.893333333,0.946666667,0.92,0.903333333,0.923333333,0.903333333,0.916666667,0.916666667,0.886666667,0.913333333,0.89,0.926666667,0.916666667,0.833333333,0.87,0.873333333,0.876666667,0.866666667,0.896666667,0.936666667,0.85,0.95,0.88,0.97,0.9,0.913333333,0.873333333,0.923333333,0.883333333,0.88,0.863333333,0.963333333,0.893333333,0.93,0.89,0.91,0.883333333,0.9,0.943333333,0.87,0.876666667,0.9,0.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.043497856,0.037628088,0.043902593,0.037844412,0.036604772,0.044883321,0.037377161,0.038320761,0.040375224,0.037507369,0.039601186,0.02863485,0.038157687,0.029829447,0.027668265,0.032028899,0.034006802,0.027831694,0.03555839,0.024018134,0.029446904,0.035344113,0.026602815,0.030150793,0.032384454,0.028670463,0.03939451,0.035711111,0.039154905,0.029028096,0.032032438,0.047380354,0.042402349,0.040282449,0.039786847,0.044670626,0.036542772,0.031185932,0.043708476,0.027458482,0.042867724,0.021130198,0.032645974,0.034417735,0.041665986,0.031662191,0.04130798,0.036897849,0.040599253,0.016693855,0.034914862,0.030150793,0.032159608,0.030195884,0.04103259,0.036265586,0.030717054,0.03818145,0.036827107,0.035315231,0.032028899
